participant_id,session_id,wave,start_time,ra_id,ic,no_1,no_2,no_3,no_4,mi_1,mi_2,mi_3,mi_4,esoc_1,esoc_2,esoc_3,esoc_4,esoc_5,esoc_6,esoc_7,esoc_8,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,iclo_1,iclo_2,iclo_3,iclo_4,iclo_5,iclo_6,istate_1,istate_2,istate_3,istate_4,istate_5,istate_6,rwa_1,rwa_2,rwa_3,rwa_4,rwa_5,rwa_6,rwa_7,rwa_8,rwa_9,rwa_10,rwa_11,rwa_12,rwa_13,rwa_14,rwa_15,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,sdo_11,sdo_12,sdo_13,sdo_14,sdo_15,sdo_16,rz_1,rz_2,rz_3,rz_4,rz_5,rz_6,rz_7,rz_8,rz_9,rz_10,rz_11,rz_12,rz_13,rz_14,rz_15,rz_16,self_health,relative_health,self_rated_health,hp_1,hp_2,hp_3,bpjs_mandatory,bpjs_membership,bjps_service_class,bpjs_utility,healthcare_satisfaction,bpjs_deficit,bpjs_raise,hcw,hcw_healthcare_quality,future_use_bpjs,bpjs_benefits_1,bpjs_benefits_2,bpjs_benefits_3,bpjs_benefits_4,bpjs_benefits_5,at_jokowi,at_prabowo,hot_means,cold_means,which_candidates_intention,pol_behaviour,pol_interest,pol_info_1,pol_info_2,pol_info_3,pol_info_4,pol_info_5,pol_info_6,pol_info_7,attitude_2_politics,attitude_2_politicians,gender,age,household_income,edlevel,group_status,religion,occupation,ethnic_groups,city,dt_1,dt_2,dt_3,dt_4,dt_5,dt_6,dt_7,dt_8,dt_9,dt_10,dt_11,dt_12,dt_13,dt_14,dt_15,dt_16,dt_17,dt_18,dt_19,dt_20,dt_21,dt_22,dt_23,dt_24,dt_25,dt_26,dt_27,lt_1,lt_2,lt_3,lt_4,lt_5,lt_6,lt_7,lt_8,lt_9,lt_10,lt_11,lt_12,end_time,finished,q_viewer,lastpage,maxpage,missing,missrel,time_rsi,deg_time,wave_2_participation,,,,,,,,,,,,,,,,
752,413,2,3/19/2019 8:44,Dyah,TRUE,2,3,6,6,2,2,5,5,4,6,3,3,4,4,6,6,1,2,2,2,2,2,4,6,2,3,4,6,6,6,6,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 1,Pernah,NA,NA,NA,NA,NA,10,5,5,5,5,5,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54,5,4,81,1,2,Jawa,Kediri,1,2,3,2,2,3,4,3,3,3,4,3,2,3,4,3,5,3,4,4,3,2,2,2,4,3,2,3,4,4,2,4,4,4,4,5,5,4,3,3/19/2019 9:15,TRUE,FALSE,12,12,0,0,0.75,2,TRUE,,,,,,,,,,,,,,,,
166,12,1,10/27/2018 14:03,Wiwid,TRUE,2,1,7,7,2,1,6,7,4,7,4,5,4,1,6,4,4,1,5,4,4,4,4,4,4,4,4,7,6,1,7,4,4,1,8,5,9,1,9,1,9,1,6,5,9,8,9,9,9,7,4,2,4,1,1,1,1,4,4,1,1,1,1,1,1,4,5,5,5,5,1,5,5,3,3,3,3,5,5,5,3,Tidak,Ya,91,5,3,3,91,Ya,Kelas 2,Pernah,101,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,19,101,1,101,5,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,51,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,3,3,1,25,5.1,4,51,1,2,Sunda,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/27/2018 14:33,TRUE,FALSE,19,19,0,0,1.06,11,TRUE,,,,,,,,,,,,,,,,
166,13,2,3/19/2019 5:51,NINA,TRUE,1,1,7,7,1,1,4,7,1,7,4,1,7,7,4,7,1,1,4,7,4,4,2,4,1,4,7,7,4,1,7,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 2,Pernah,NA,NA,NA,NA,NA,5,3,3,3,4,5,NA,NA,NA,NA,5,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,5.1,4,51,1,2,Sunda,Surabaya,3,5,3,5,5,3,3,3,1,5,2,3,4,4,3,3,4,3,3,4,3,3,3,3,5,2,3,5,5,5,4,4,4,5,5,5,5,5,3,3/19/2019 6:06,TRUE,FALSE,12,12,0,0,1.06,25,TRUE,,,,,,,,,,,,,,,,
390,212,1,11/1/2018 6:25,Wiwid,TRUE,2,4,6,3,1,1,3,6,3,5,2,4,6,5,7,5,7,3,6,2,7,3,1,1,4,7,4,7,2,1,7,4,5,1,9,7,9,1,7,5,4,3,9,9,9,1,9,9,9,7,1,1,3,1,1,1,3,1,6,1,6,1,1,3,3,5,3,5,5,4,3,4,5,4,4,5,4,5,5,5,4,Ya,Tidak,98,5,3,3,101,Ya,Kelas 3,Pernah,76,"Tidak, tidak pernah mendengar sama sekali",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,20,60,33,101,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,76,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,YouTube,3,3,2,20,5.5,2,51,1,6,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/1/2018 6:42,TRUE,FALSE,19,19,0,0,1.52,29,TRUE,,,,,,,,,,,,,,,,
390,213,2,3/20/2019 3:05,Ochy,TRUE,2,3,6,5,1,1,4,7,2,3,2,2,6,5,4,6,3,3,5,3,3,5,1,1,3,6,6,7,6,2,7,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Tidak tahu,Pernah,NA,NA,NA,NA,NA,8,4,4,3,4,5,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,5.5,2,51,1,6,Jawa,Surabaya,5,4,3,5,5,3,5,3,5,4,5,3,2,5,4,2,5,4,3,4,1,3,5,4,5,1,1,5,2,5,5,5,2,3,5,5,5,4,5,3/20/2019 3:18,TRUE,FALSE,12,12,0,0,0.99,7,TRUE,,,,,,,,,,,,,,,,
416,231,1,11/2/2018 6:43,Septi,TRUE,6,5,5,3,5,5,4,6,5,7,5,5,5,4,1,3,7,6,7,1,7,3,7,7,7,1,1,1,7,7,7,1,1,1,9,7,9,2,9,3,9,3,9,9,9,9,9,9,9,7,7,7,7,1,7,6,4,7,7,7,5,1,3,2,3,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,Tidak,Tidak,76,5,4,3,81,Tidak,NA,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,96,1,46,76,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,101,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,diskusi online/offline,5,5,2,24,5.5,2,101,1,6,Jawa,Sidoarjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/2/2018 7:19,TRUE,FALSE,19,19,0,0,0.88,11,FALSE,,,,,,,,,,,,,,,,
506,270,1,11/19/2018 3:26,Septi,TRUE,6,3,2,3,2,1,3,7,3,6,3,3,6,2,5,6,3,2,6,6,3,5,3,4,1,6,5,6,3,2,6,3,5,3,9,1,9,1,9,1,9,4,7,4,8,7,9,7,9,7,2,3,5,3,2,6,5,2,3,5,3,3,3,3,3,5,5,5,5,5,1,5,5,5,2,4,4,5,5,5,4,Tidak,Tidak,95,4,4,3,94,Ya,Kelas 2,Pernah,71,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,11,65,18,101,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,81,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2,3,1,28,5.5,5,81,1,2,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/19/2018 3:51,TRUE,FALSE,19,19,0,0,1.14,9,TRUE,,,,,,,,,,,,,,,,
506,271,2,3/20/2019 2:29,Ochy,TRUE,2,2,6,5,3,2,5,6,2,3,3,5,6,4,5,6,2,1,6,6,2,5,2,4,2,3,3,5,6,3,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 2,Pernah,NA,NA,NA,NA,NA,8,4,5,3,4,5,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,5.5,5,81,1,2,Jawa,Surabaya,2,4,2,4,2,1,2,1,1,2,4,2,4,2,3,1,3,3,1,4,1,1,1,1,5,1,2,5,4,4,4,4,4,4,4,5,5,4,5,3/20/2019 2:40,TRUE,FALSE,12,12,0,0,1.24,14,TRUE,,,,,,,,,,,,,,,,
239,76,1,10/29/2018 3:18,LINDA,TRUE,2,2,6,7,2,1,4,7,1,4,7,2,7,5,7,4,7,4,5,2,5,4,1,3,1,5,6,6,2,3,4,7,4,4,7,2,9,1,9,2,9,9,9,2,9,4,9,2,9,5,7,7,7,1,2,2,1,6,6,3,7,2,3,1,1,5,4,5,4,4,3,4,5,5,5,5,5,5,5,5,5,Tidak,Tidak,86,5,5,5,69,Ya,Kelas 2,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,1,101,1,101,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,101,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Page Meme Shitpost Indonesia,4,3,2,19,6,2,81,1,6,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/2018 3:53,TRUE,FALSE,19,19,0,0,0.93,9,TRUE,,,,,,,,,,,,,,,,
239,77,2,3/21/2019 12:09,Nina,TRUE,1,1,5,7,3,1,5,7,1,5,1,1,7,5,7,6,3,4,5,5,7,3,3,2,2,4,5,7,1,3,4,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Tidak tahu,Pernah,NA,NA,NA,NA,NA,4,3,4,3,3,5,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,6,2,81,1,6,Jawa,Surabaya,4,4,5,5,5,5,3,3,4,2,5,3,3,5,4,1,4,3,3,5,2,2,2,5,5,4,4,4,3,5,4,4,3,5,5,5,4,5,3,3/21/2019 12:21,TRUE,FALSE,12,12,0,0,1.35,23,TRUE,,,,,,,,,,,,,,,,
351,177,1,10/31/2018 4:28,Wiwid,TRUE,6,7,5,2,2,2,6,6,7,7,7,2,6,3,2,5,7,4,6,2,4,4,4,4,6,6,3,7,4,2,3,6,3,4,9,4,9,1,9,3,9,3,8,9,8,7,9,6,9,6,2,2,6,1,3,5,3,5,6,6,4,1,1,1,2,5,5,5,5,3,2,5,5,4,4,3,4,5,5,5,4,Tidak,Tidak,86,5,4,5,92,Tidak,NA,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,93,21,63,77,3,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,62,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,3,1,1,19,6,2,88,1,6,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/31/2018 5:10,TRUE,FALSE,19,19,0,0,0.85,6,TRUE,,,,,,,,,,,,,,,,
351,178,2,3/19/2019 8:41,Ochy,TRUE,3,5,5,4,4,3,3,5,6,6,4,2,2,3,3,5,6,4,5,2,3,4,4,4,5,6,3,5,6,6,6,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tidak,NA,Tidak pernah,NA,NA,NA,NA,NA,8,3,3,3,3,3,NA,NA,NA,NA,2,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,6,2,88,1,6,Jawa,Surabaya,5,5,3,4,4,3,4,4,4,3,3,3,3,3,3,3,3,2,4,4,2,2,4,4,4,3,2,4,3,3,3,3,3,3,4,4,4,4,3,3/19/2019 9:32,TRUE,FALSE,12,12,0,0,0.66,18,TRUE,,,,,,,,,,,,,,,,
806,435,1,11/27/2018 8:29,Wiwid,TRUE,3,3,4,3,2,1,4,5,5,7,1,1,5,3,6,5,5,2,4,3,3,5,2,3,3,5,6,7,4,1,4,6,6,4,9,3,8,1,4,3,8,1,8,6,8,7,6,3,9,7,1,1,5,2,3,1,1,2,6,1,2,1,2,1,1,4,4,5,4,5,1,3,4,1,5,4,4,5,4,5,3,Tidak,Tidak,82,4,5,4,101,Ya,Tidak tahu,Pernah,86,"Tidak, tidak pernah mendengar sama sekali",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,35,4,51,81,6,Belum menentukan sikap,81,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,youtube,4,4,1,19,6,2,29,2,6,Batak,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/27/2018 9:11,TRUE,FALSE,19,19,0,0,0.76,4,FALSE,,,,,,,,,,,,,,,,
1121,584,1,12/18/2018 14:04,Septi,TRUE,2,1,4,4,3,3,6,6,5,5,4,6,6,6,4,5,7,2,5,2,5,3,2,4,3,5,5,3,4,3,5,4,3,2,8,6,9,1,9,4,9,1,7,9,9,5,9,2,9,5,6,6,5,1,2,1,1,6,6,1,1,1,1,1,1,5,5,5,4,3,1,5,5,2,2,4,3,5,5,5,5,Tidak,Tidak,91,5,4,1,91,Ya,Tidak tahu,Pernah,71,"Tidak, tidak pernah mendengar sama sekali","Saya tetap akan menjadi peserta, namun kedepannya, saya ragu dapat membayar iuran secara rutin","Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,51,51,31,96,5,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,56,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,3,2,1,19,6,2,81,1,6,Jawa,Nganjuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/2018 15:03,TRUE,FALSE,19,19,0,0,1.23,19,TRUE,,,,,,,,,,,,,,,,
1121,585,2,3/19/2019 12:46,Citra,TRUE,5,3,4,1,2,3,6,6,4,6,3,5,3,3,6,6,6,5,6,1,6,3,1,4,2,6,4,5,5,1,7,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Tidak tahu,Pernah,NA,NA,NA,NA,NA,9,5,5,5,4,4,NA,NA,NA,NA,5,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,6,2,81,1,6,Jawa,Nganjuk,3,4,2,5,5,1,5,3,4,2,4,3,1,1,5,1,5,5,1,5,1,4,1,1,5,1,1,3,4,4,3,5,3,5,5,5,5,4,5,3/19/2019 13:06,TRUE,FALSE,12,12,0,0,0.94,11,TRUE,,,,,,,,,,,,,,,,
1127,589,1,12/18/2018 17:10,Wiwid,TRUE,2,2,6,4,2,2,6,5,6,6,6,2,2,2,3,6,2,6,6,6,5,2,4,6,6,2,2,5,7,7,7,1,2,1,8,2,9,2,8,2,7,2,8,5,8,5,8,5,9,6,2,2,2,3,4,4,4,4,4,4,4,4,4,2,3,5,4,5,5,4,2,4,5,4,3,4,4,4,5,5,4,Tidak,Tidak,101,4,4,4,81,Ya,Kelas 3,Tidak pernah,NA,"Tidak, tidak pernah mendengar sama sekali","Saya mungkin akan tetap menjadi peserta, tapi tidak lagi membayar iuran","Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,101,101,51,51,6,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,5,2,19,6,2,101,1,6,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/2018 19:11,TRUE,FALSE,19,19,0,0,0.98,33,TRUE,,,,,,,,,,,,,,,,
1127,590,2,3/24/2019 12:24,Citra,TRUE,3,3,5,3,3,3,4,5,5,7,2,3,2,1,4,6,1,4,4,6,5,2,2,5,5,2,2,2,7,4,7,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 3,Tidak pernah,NA,NA,NA,NA,NA,5,3,3,3,3,3,NA,NA,NA,NA,7,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,6,2,101,1,6,Jawa,Surabaya,3,4,4,4,4,2,4,1,4,5,3,4,4,3,2,3,3,1,2,4,1,1,1,3,5,3,1,5,3,4,4,4,4,4,4,5,4,4,5,3/24/2019 12:43,TRUE,FALSE,12,12,0,0,0.97,13,TRUE,,,,,,,,,,,,,,,,
160,4,1,10/27/2018 11:15,LINDA,TRUE,5,5,5,5,3,2,7,1,7,7,3,7,3,3,4,5,7,4,5,1,1,4,1,1,7,5,4,6,1,1,1,7,4,3,8,1,7,2,8,2,8,3,8,1,8,1,9,1,9,7,2,3,3,4,4,1,1,1,2,3,3,3,3,2,2,5,5,5,5,5,1,5,5,5,2,5,3,5,5,5,5,Tidak,Ya,91,5,5,5,86,Ya,Kelas 3,Pernah,91,"Tidak, tidak pernah mendengar sama sekali",NA,"Ya, saya seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,1,81,22,92,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2,1,2,20,6,2,86,1,1,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/27/2018 12:05,TRUE,FALSE,19,19,0,0,1.32,46,TRUE,,,,,,,,,,,,,,,,
160,5,2,3/19/2019 6:36,Nina,TRUE,4,3,5,2,4,2,2,2,6,7,3,2,5,5,6,6,6,3,4,2,2,6,3,4,6,2,3,7,3,1,6,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 3,Tidak pernah,NA,NA,NA,NA,NA,5,3,3,4,4,5,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,6,2,86,1,1,Jawa,Surabaya,5,5,5,5,5,1,5,1,4,4,4,2,3,2,3,2,5,2,5,5,1,3,5,4,5,4,2,5,5,5,5,5,5,5,5,5,2,5,5,3/19/2019 6:57,TRUE,FALSE,12,12,0,0,1.2,19,TRUE,,,,,,,,,,,,,,,,
194,35,1,10/28/2018 7:38,Linda,TRUE,3,4,6,4,5,3,4,6,6,4,3,3,4,5,6,6,2,1,1,2,6,6,1,1,1,6,6,7,2,1,2,5,5,2,9,1,6,1,7,5,8,1,8,2,9,2,7,3,7,6,4,3,4,1,4,1,1,2,2,2,1,1,1,1,1,4,4,4,4,4,3,4,3,3,3,4,3,4,3,3,2,Tidak,Tidak,71,4,3,4,101,Tidak,NA,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,51,54,48,57,2,Belum menentukan sikap,81,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,4,2,2,21,6,2,29,5,6,Tionghoa (Cina Indonesia),Batam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/28/2018 8:05,TRUE,FALSE,19,19,0,0,1.68,39,TRUE,,,,,,,,,,,,,,,,
194,36,2,3/21/2019 6:04,Nina,TRUE,3,3,4,4,2,3,2,6,3,3,2,6,5,5,5,6,4,2,3,4,7,5,1,2,1,6,6,7,1,1,2,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tidak,NA,Tidak pernah,NA,NA,NA,NA,NA,8,4,5,4,5,5,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,6,2,29,5,6,Tionghoa (Cina Indonesia),Batam,4,5,4,4,4,3,3,1,3,4,4,3,4,4,4,4,3,4,2,4,1,1,2,1,5,4,2,5,3,3,3,4,5,5,4,5,5,4,5,3/21/2019 6:14,TRUE,FALSE,12,12,0,0,1.34,22,TRUE,,,,,,,,,,,,,,,,
484,258,1,11/14/2018 12:13,Dyah,TRUE,3,3,4,3,2,2,4,5,3,3,4,3,4,4,4,5,3,3,3,4,4,4,3,3,4,4,5,4,2,2,1,6,4,4,7,4,5,2,4,4,3,3,5,5,8,2,9,3,5,4,3,3,4,3,2,2,2,5,5,4,3,2,3,2,3,3,2,3,4,3,2,4,3,2,2,2,2,4,4,3,2,Tidak,Tidak,86,4,4,3,76,Ya,Tidak tahu,Tidak pernah,NA,"Tidak, tidak pernah mendengar sama sekali",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,36,36,51,91,3,Belum menentukan sikap,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,1,1,1,21,6,2,36,2,6,Saya bagian dari 2 atau lebih kelompok etnis yang berbeda,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2018 12:35,TRUE,FALSE,19,19,0,0,1.04,9,TRUE,,,,,,,,,,,,,,,,
484,259,2,3/25/2019 15:49,Ochy,TRUE,4,2,5,3,1,1,4,6,3,4,4,2,5,5,4,6,3,2,4,4,4,4,3,1,3,3,5,5,1,3,1,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Tidak tahu,Tidak pernah,NA,NA,NA,NA,NA,8,3,3,3,3,4,NA,NA,NA,NA,6,Belum menentukan sikap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,6,2,36,2,6,Saya bagian dari 2 atau lebih kelompok etnis yang berbeda,Surabaya,5,3,3,4,3,2,5,2,5,1,5,1,1,2,3,1,5,2,2,3,1,3,3,3,5,2,2,4,1,1,1,3,3,3,5,4,5,3,3,3/25/2019 15:56,TRUE,FALSE,12,12,0,0,1.91,46,TRUE,,,,,,,,,,,,,,,,
